Id,医生职称,医生科室,医生所在城市,医生有无简介,医生在线活动量,医生个人网站总访问量,总文章数,总患者数,患者投票数,感谢信数,心意礼物数,医生欢迎词,Mark(不要使用该列)
7554,主治医师,口腔医学中心,郑州,1,830,"118,568",15,108,12,3,3,种植牙博客链接：http://blog.kq88.com/u308693                        取消周日下午的出诊，就诊请到1号楼26楼口腔二。,222195
7555,主治医师,脑病科,长春,0,0,327,0,0,0,0,0,,222256
7556,主治医师 讲师,放射科,邢台,1,210,"62,902",8,0,0,0,0,欢迎您来这里到访                        欢迎您提出关于影像诊断方面的各种问题，包括肺炎，肺结核，肺癌，各种肺部疾病的X线诊断；骨折，骨肿瘤及各种骨病的X线诊断；胃炎，胃溃疡，十二肠溃疡，胃癌，食管癌的X线诊断；乳腺增生，乳腺肿瘤的钼靶X线诊断。    如果是同行，欢迎来一起讨...论影像方面的疑难杂症。                                        展开 >>                 收起 <<,222311
7557,住院医师 讲师,口腔科,榆林,1,590,"98,470",3,23,1,0,1,"健康生活,从齿开始!                        希望和口腔同道多多交流学习,提高患者的口腔保健意识!",222345
7558,副主任医师,眼科,宝鸡,1,10,"14,765",0,2,10,1,0,,222348
7559,副主任医师,骨科,开封,1,0,"7,458",0,0,0,0,1,欢迎词                        欢迎各位患者、同仁咨询交流！,222360
7560,副主任医师 副教授,心血管外科,茂名,1,1855,"95,394",3,142,10,1,13,护心、爱心、真心                        我们一起为心加油！ 现在每位先天性心脏手术患儿有救助减免，时间到9月1号，不分地区，不限病种联系电话  13828610866,222362
7561,主任医师 教授,普外科,长沙,1,0,146,0,0,0,0,0,,222365
7562,住院医师,心儿科,广州,0,10,"3,699",15,3,1,0,0,,222438
7563,副主任医师,骨关节科,芜湖,1,815,"53,398",12,28,1,0,5,欢迎来弋矶山医院关节骨科就诊！                        欢迎来弋矶山医院关节骨科就诊！每周一上午专家门诊。,222441
7564,主治医师,肿瘤科,上海,1,220,"45,219",0,15,2,0,0,,222445
7565,副主任医师,妇儿科,北京,1,570,"64,665",1,46,3,1,1,,222478
7566,副主任医师,普外肿瘤一科,本溪,0,0,"10,550",0,0,1,0,0,,222570
7567,副主任医师,中医科,成都,1,250,"22,126",2,1,6,1,1,,222599
7568,主治医师,肝病中心,北京,0,0,"8,713",0,0,1,0,0,,222622
7569,主治医师 讲师,介入科,郑州,1,280,"26,597",14,8,0,0,1,,222643
7570,主治医师,肿瘤科,齐齐哈尔,0,0,"1,832",0,0,0,0,0,,222655
7571,住院医师,口腔科,北京,0,450,"54,490",0,19,3,0,1,,222689
7572,主治医师,妇产科,北京,0,3115,"191,457",0,165,1,0,8,,222690
7573,主任医师 教授,普外科,大连,1,2906,"138,894",16,159,9,2,12,欢迎您的光临，感谢您的支持！                        仁心仁术，救死扶伤。大连医科大学附属第二医院 普外科 二病房（新住院部13楼）周二下午  专家门诊（门诊楼三楼）咨询电话：0411-84671291-5131（普外二病房）,222698
7574,主治医师,麻醉科,北京,0,0,"6,432",0,0,0,0,0,,222736
7575,副主任医师,皮肤性病科,杭州,1,210,"10,786",0,2,1,0,0,,222757
7576,主治医师,口腔医疗中心,广州,1,20,667,0,3,1,0,0,,222804
7577,副主任医师 副教授,神经介入科,北京,0,200,"9,285",0,0,2,0,1,,222817
7578,主任医师 教授,妇产科,武汉,1,340,"35,512",0,47,0,0,0,,222820
7579,副主任医师,口腔科,天津,0,0,"25,779",0,5,8,0,0,,222882
7580,副主任医师,口腔医学中心,深圳,1,0,"4,207",0,0,16,4,0,,222984
7581,主治医师 讲师,口腔科,南京,0,0,"3,930",0,2,4,0,0,,223093
7582,主治医师,神经外科,银川,0,0,"2,675",0,0,3,0,0,,223111
7583,主任医师,血液内科,抚顺,0,0,"1,914",0,0,1,0,0,,223169
7584,住院医师,胸外科,武汉,0,200,"2,794",0,0,1,0,0,,223242
7585,住院医师,功能神经外科,上海,0,0,"2,126",0,0,0,0,0,,223243
7586,主任医师,结核科,合肥,1,200,"6,375",0,0,0,0,1,,223308
7587,主治医师,肝病科,济南,0,810,"74,377",0,48,1,0,1,,223312
7588,副主任医师 副教授,妇产科,大连,1,375,"10,414",0,1,1,0,0,,223312
7589,主任医师,神经内科,银川,1,0,"2,779",0,0,3,0,0,,223346
7590,副主任医师 副教授,肝胆脾外科,沈阳,1,100,"12,982",0,10,1,0,1,,223351
7591,副主任医师 副教授,血液科,廊坊,1,85,"27,124",0,17,8,1,1,欢迎词                        欢迎浏览乔子剑个人网页！！我愿做一叶方舟尽可能的给您提供帮助！！！,223367
7592,住院医师,神经内科,长春,0,0,"11,474",0,0,0,0,0,,223387
7593,主任医师 副教授,呼吸病科,蚌埠,1,0,"13,091",0,0,4,0,1,,223408
7594,副主任医师,肿瘤科,广州,0,2780,"242,815",12,301,0,0,1,肿瘤患者的康复家园！                        肿瘤患者的康复家园！,223420
7595,主治医师 讲师,普外科,北京,1,204,"31,103",2,2,9,4,1,,223429
7596,副主任医师 副教授,中医肿瘤科,北京,1,200,"6,683",0,6,5,0,2,中医药治疗淋巴瘤的研究项目正在进行                        由倪磊副教授主持的教育部博士点项目中医药治疗淋巴瘤的重大研究项目正在进行中欢迎加入。,223476
7597,主任医师,肛肠科,杭州,1,7068,"1,353,801",89,1028,4,1,4,中医治痔疮  药膏一贴痛消                        以中医为特色 ， 内治与外治相结合，能为患者解除难言之痛苦是我莫大的欣慰。,223504
7598,主治医师,骨科,北京,0,2980,"60,494",0,451,0,0,0,,223506
7599,主任医师 教授,泌尿外科,广州,1,305,"39,268",0,21,12,3,1,,223521
7600,副主任医师,骨科,包头,0,0,"2,380",0,0,0,0,0,,223523
7601,副主任医师 副教授,放射科,潍坊,1,0,756,0,0,0,0,0,,223528
7602,主任医师,耳鼻喉科,张家口,1,5721,"455,293",22,371,2,0,6,各位朋友，大家好！                        自强精进，厚德奉献！,223538
7603,主治医师,消化内科,郑州,1,0,"1,668",0,0,1,0,0,,223600
7604,主治医师,口腔修复科,济南,1,210,"10,817",6,3,4,1,0,看牙也可以有愉快的经历！                        还在害怕看牙吗？还在害怕牙医吗？让我来重新诠释看牙也可以有愉快的经历，让你从此乐意来找我爱一起爱惜我们的牙齿！,223623
7605,主任医师 教授,心血管内科,安庆,1,0,"1,945",0,0,1,0,0,欢迎词                        您好！欢迎来这里聊聊“心”的问题！,223632
7606,住院医师 助教,风湿内科,长沙,1,0,948,0,0,0,0,0,我是患者的朋友                        我是一名患者的朋友，我希望我能用我所学，为您解除疾苦。,223634
7607,主治医师,乳腺外科,成都,0,7162,"360,344",9,421,8,1,47,欢迎词                        现在互联网资讯发达，很多患者喜欢上网搜索相关的医学知识，但是网上的东西鱼龙混杂，很多说法往往不科学，缺乏专业性，甚至误导患者。本网站旨在为公众提供专业、实用的医学知识，并欢迎读者批评补充！,223653
7608,住院医师 讲师,口腔科,广州,1,5,"13,711",0,2,1,0,1,,223655
7609,主任医师 教授,肿瘤科,南昌,1,600,"68,161",0,28,18,8,2,,223708
7610,副主任医师,针灸理疗科,咸阳,0,230,"9,993",0,3,2,0,0,,223782
7611,副主任医师,风湿免疫科,唐山,1,200,"8,846",0,0,2,0,0,,223824
7612,住院医师,功能检查科,东莞,1,250,"11,701",0,1,1,0,0,大家好！                        大家好！ 在下小钟医生，如有需要，在此预约检查，到时可免排队；有疑问，在这里留言，我希望可以给大家提供帮助，与大家交流是我成长和学习的必修课。谢谢！,223827
7613,副主任医师 副教授,整形科,北京,1,8215,"326,037",29,541,9,4,29,欢迎词                        专业、认真,223840
7614,主治医师,肝病诊治中心,黄山,0,0,831,0,0,0,0,0,,223853
7615,主任医师 教授,脑科,南京,1,0,"11,587",0,1,2,0,1,,223919
7616,副主任医师,妇科,太原,1,0,"1,580",0,0,3,2,0,,223964
7617,主任医师 教授,血液内科,北京,1,3150,"505,942",17,368,30,13,12,,223966
7618,住院医师,内分泌风湿科,西安,0,10,"2,054",0,2,0,0,0,,223989
7619,副主任医师,放射科,常德,1,75,"11,956",9,7,0,0,1,你健康 我快乐                        患病不可怕，主要是要有个好心态，再加上积极的治疗！讳病忌医不可取！病急乱投医要不得！,224033
7620,住院医师,心血管内科,天津,0,200,"6,211",0,0,0,0,1,,224044
7621,副主任医师,普外科,临夏,0,200,"6,329",0,0,1,0,0,,224114
7622,住院医师 助教,妇产科,梧州,0,25,"1,074",2,4,0,0,0,,224116
7623,主任医师 副教授,神经外科,上海,1,4600,"476,751",1,541,43,11,28,大家好                        休假回来上班了，谢谢支持！,224119
7624,副主任技师 副教授,放射科,济南,1,0,"10,843",0,0,2,0,0,,224156
7625,主任医师 教授,创伤骨科,烟台,1,200,"10,103",6,0,1,0,0,,224170
7626,副主任医师,肿瘤介入治疗中心,北京,1,265,"17,448",3,14,14,6,0,欢迎词                        能用所学帮助患者得到最合理、最科学的诊治是我最大的心愿！面对肿瘤无端恐惧要不得，盲目过度治疗更可怕！,224179
7627,主治医师,脑病科,合肥,0,230,"9,122",0,1,0,0,0,,224216
7628,主治医师,理疗科,广州,1,525,"54,394",1,30,0,0,0,,224255
7629,主任医师 教授,妇产科,唐山,1,200,"2,879",0,0,0,0,0,,224270
7630,副主任医师,妇产科,泰州,1,75,"3,558",0,12,0,0,1,,224354
7631,副主任医师 副教授,整形美容科,淄博,1,30,"25,383",4,6,0,0,1,爱美人士可以信赖的朋友                        在你追求美丽的过程中，你最担心什么？请先咨询一下我！,224361
7632,主治医师 教授,口腔颌面外科,成都,0,0,"1,789",0,0,5,2,0,,224366
7633,主任医师 教授,血液内科,郑州,1,0,748,0,0,0,0,0,,224401
7634,主任医师,小儿内科,济南,1,990,"14,775",1,147,10,1,0,,224436
7635,主治医师 讲师,影像科,广州,1,355,"18,648",0,6,0,0,2,欢迎大家咨询影像方面的问题                        本人从事影像诊断多年，主要擅长骨关节、神经系统疾病的影像诊断。解除、减轻您的病痛是我最大的幸福！欢迎大家以各种方式咨询。,224454
7636,主治医师,乳腺科,广州,1,0,"3,509",0,0,1,0,0,,224463
7637,副主任医师 副教授,新生儿科,广州,1,0,"8,752",0,0,0,0,0,,224507
7638,住院医师,风湿免疫科,北京,0,20,"4,854",0,4,0,0,0,,224510
7639,主治医师 讲师,针灸推拿科,江门,1,0,"15,746",7,0,2,0,0,,224514
7640,主治医师,麻醉科,吕梁,0,0,"14,152",0,1,0,0,0,,224550
7641,副主任医师 副教授,颌面外科,西安,1,240,"202,806",2,72,12,6,1,肿瘤可控可治，早期、正确、有效治疗是关键                        专业的诊断和治疗，为您解除肿瘤疾患的痛苦，帮助您拾回幸福的生活.张圃 博士，目前承担国家、省级多项口腔颌面部鳞癌临床科研课题，在口腔颌面颈部鳞状细胞癌及恶性肿瘤的手术治疗方面、在综合治疗提高患者生存质量和更多生存时间方面特色明显，得到同行...们认可。                                        展开 >>                 收起 <<,224564
7642,主任医师 副教授,肝胆外科,常州,1,3685,"426,153",57,261,8,1,20,欢迎您到我的网站                        欢迎您来访问我的网站，本网站将立足为大家提一些就诊知识，并刊登部分经典的病例，和大家共同探讨一些临床问题。也希望您能提宝贵的意见，以使本网站的建设更进一步完善，为这大家提供一个交流的平台。,224624
7643,副主任医师,妇产科,上海,1,200,"7,636",0,1,12,3,0,,224625
7644,住院医师,眼科,菏泽,0,0,284,0,0,0,0,0,,224681
7645,主任医师 教授,肝胆外科,遂宁,1,0,"12,952",0,0,1,0,0,真情面对，肝胆相照！                        欢迎光临我的空间，对您的建议和咨询我会用心回答！谢谢,224698
7646,副主任医师,产科,天津,1,455,"43,569",0,23,2,0,1,,224700
7647,主任医师,泌尿外科,北京,1,860,"281,734",14,94,7,0,1,欢迎您的光临！                        各位老朋友、新朋友，我于去年六月底去美国约翰斯.霍普金斯医院作为访问学者学习一年，接触到最先进的医学研究及医疗技术，重点学习了泌尿系肿瘤的免疫治疗和微创治疗，尤其是前列腺癌的综合治疗。约翰斯.霍普金斯医院是美国最好的医院之一，连续21年排...名全美第一，泌尿外科、神经外科等科室连续21年排名第一。技术雄厚，水平出众。    针对国内晚期前列腺癌肿瘤病人较多的现状，我打算开展一些综合性的治疗和管理，请这方面的病人和我积极联系，本人十分愿意将国外,224808
7648,主任医师 教授,急诊科,广州,1,0,"1,059",0,0,2,2,0,,224845
7649,主治医师 助教,神经外科,长春,1,0,"20,711",1,5,2,0,1,,224888
7650,主任医师,骨关节科,天津,1,200,"6,754",0,1,4,1,1,,224906
7651,主治医师,消化内科,上海,1,0,"11,081",0,0,1,0,0,,224935
7652,主治医师,脑病科,潍坊,0,215,"17,801",4,1,0,0,0,,224941
7653,主任医师 教授,骨科,南昌,1,0,"7,796",0,0,4,1,0,,224984
7654,副主任医师 副教授,血管外科,重庆,1,905,"41,993",5,132,6,3,1,大家好！                        嗨！大家好，我是一名血管外科、疝和腹壁外科的医生，经过长期严格的培养和20多年临床工作经验积累，现在我已成为合格、称职的外科医生。特别擅长血透血管通路的建立和维护，血管外科常见、多发病，疝和腹壁疾病的诊治。希望我的技术能为广大肾功能衰竭的患...者和血管疾病的患者带来福音，有相关问题多与我联系。                                        展开 >>                 收起 <<,225045
7655,副主任医师,急诊介入科,北京,1,200,"11,542",0,2,1,0,1,,225119
7656,副主任医师,胸外科,沈阳,1,595,"41,518",4,32,2,1,1,如果您需要，我的知识愿意与您共享                        如果您需要我，我的知识愿意与您共享如果您相信我，我的知识可以为您释惑和安心,225127
7657,主治医师,康复科,武汉,1,380,"28,407",0,12,0,0,1,欢迎大家来新华医院咨询就诊                        新华医院康复科成立与2000年，现科室治疗人员技术，经验丰富，治疗手段多样，竭诚为广大患者服务,225150
7658,主治医师,头颈肿瘤外科,成都,1,345,"25,004",0,16,0,0,0,,225155
7659,主任医师 副教授,神经内科,上海,1,60,"4,234",0,11,2,1,1,,225173
7660,住院医师,骨科,郑州,0,0,"3,273",0,0,0,0,1,欢迎词                        欢迎您来我的个人网站！,225242
7661,副主任医师,治未病中心,重庆,1,0,"15,989",0,1,1,0,0,,225245
7662,副主任医师,血液内科,广州,1,0,"13,662",0,1,2,0,0,,225257
7663,主治医师,感染科,漯河,0,0,"13,779",2,0,1,0,0,,225276
7664,主任医师 教授,血管外科,北京,1,240,"43,443",1,15,9,4,0,欢迎词                        发扬救死扶伤治病救人的精神，工作中恪守“医德高尚，医风正派，医术精湛”的原则，尽职尽责、以病人的利益为重，全心全意的为广大病人服务。,225302
7665,副主任医师 副教授,心胸外科,广州,0,0,"16,698",0,0,2,0,0,,225383
7666,副主任医师 教授,肾病内科,长春,1,240,"12,910",0,4,1,0,0,,225487
7667,主治医师,泌外科,西安,1,16245,"750,225",4,975,10,4,38,,225495
7668,主治医师 讲师,普通外科,长春,1,200,"7,051",0,0,1,0,0,,225523
7669,主任医师 教授,泌尿外科,哈尔滨,1,30,"1,082",0,5,1,0,0,,225561
7670,副主任医师 副教授,骨伤诊疗中心,郑州,1,0,801,0,0,0,0,0,,225594
7671,住院医师,放射科,漳州,0,0,624,0,0,0,0,0,,225614
7672,主任医师 教授,小儿外科,济南,1,4150,"198,302",0,283,12,1,7,健康一生                        孩子是祖国的花朵，让我们为每一朵花献出爱心，欢迎大家与我共同探讨小儿外科疾病的治疗。,225625
7673,主任医师,胸心科,北京,1,400,"36,325",1,14,5,2,4,救死扶伤                        为广大群众的身体健康和生命安全提供较完备医疗保障,225661
7674,主任医师 教授,口腔科,深圳,1,0,"2,832",0,1,4,0,0,,225675
7675,副主任医师,中西医结合肛肠科,深圳,1,215,"9,836",0,3,1,1,0,,225686
7676,住院医师,耳鼻咽喉头颈外科,重庆,0,220,"9,326",0,4,0,0,0,,225693
7677,副主任医师,中医科,南京,1,0,952,0,0,1,0,0,,225700
7678,住院医师,眼科,十堰,0,0,462,0,0,0,0,0,,225704
7679,住院医师,血液科,长沙,1,50,879,2,7,0,0,0,欢迎大家咨询各类血液科问题。                        包括白血病，淋巴瘤，再生障碍性贫血，骨髓增生异常综合症，多发性骨髓瘤及造血干细胞移植等。,225738
7680,副主任医师,肿瘤放化疗科,宜昌,1,215,"12,173",1,1,1,0,0,欢迎咨询 QQ1256389407 留言                        介绍病情时，包括症状、体征、影像及病理资料，作简要说明，既往治疗过的把治疗经过也说一下，以便全面了解病情。,225752
7681,住院医师,肿瘤科,宜昌,1,80,"10,057",5,10,0,0,0,欢迎词                        尽微薄之力助您推开二次生命的窗户！科室网站：www.yccancer.com,225789
7682,副主任医师,肿瘤科,景德镇,1,0,"16,725",0,1,1,0,0,,225796
7683,住院医师,成人外科中心,北京,1,220,"11,619",0,3,5,0,1,,225814
7684,住院医师,神经内科,淮安,0,706,"44,622",1,26,2,1,0,幸福存在于一个人真正的工作中                        搭建医患沟通桥梁 构建和谐医患关系,225843
7685,主治医师 讲师,血液科,重庆,1,0,"2,772",0,0,6,1,0,,225848
7686,主任医师,消化内科,杭州,1,7858,"1,119,760",174,596,11,0,4,欢迎访问刘福医师&#34;慢性便秘防治网&#34;                        为能给网友提供有价值的建议，避免网上看病的缺陷，请按要求提供病情资料，一般会24小时回复。1、建议读便秘科普知识中：慢性难治性便秘不再难。2、请咨询的网友“一定”按要求提供病情资料： [便秘病人就诊咨询指南] 如何使医生为帮助您...——请提供的医生需要的便秘病情资料。                                        展开 >>                 收起 <<,225892
7687,副主任医师 副教授,器官移植外科,武汉,1,0,"15,987",0,4,18,7,1,,225915
7688,主任医师 教授,物质依赖科,广州,1,0,"34,341",0,6,1,0,0,,225932
7689,主治医师,普外科,榆林,0,230,"13,841",0,3,0,0,0,,225957
7690,住院医师 助教,眼科,郑州,1,0,"135,360",2,78,1,0,0,巩膜炎、葡萄膜炎是我的研究方向                        欢迎大家咨询巩膜炎、葡萄膜炎等眼科问题。巩膜炎杨医生QQ:1259934854巩膜炎QQ群：92263045巩膜炎email:gongmoyan@qq.com葡萄膜炎侯医生QQ: 911125364葡萄膜炎侯医生电话：1383...8266120葡萄膜炎患者QQ群：72779068白塞氏病（葡萄膜炎）QQ群：72180082小柳原田病QQ群：91542571Email：houxiwu@qq.com地址：郑州大学第四附属医院,225975
7691,主任医师,针灸推拿科,温州,1,5660,"283,634",10,355,0,1,3,,225992
7692,主治医师 讲师,皮肤性病科,北京,1,15,"1,243",0,3,0,0,0,,226085
7693,副主任医师,眼科,重庆,1,870,"69,870",0,63,2,0,1,,226099
7694,主治医师,风湿免疫科,厦门,0,0,"1,814",0,0,1,0,0,,226176
7695,主治医师,胸心外科,拉萨,0,5,637,0,1,0,0,0,,226238
7696,主任医师,心理科,杭州,1,205,"55,466",0,12,27,5,1,,226240
7697,主治医师,内科,郑州,1,0,"2,526",1,0,0,0,0,欢迎您进入肿瘤专家陈贝贝博士的个人网站！                        欢迎您进入肿瘤专家陈贝贝博士的个人网站！,226246
7698,主治医师,修复科,天津,1,0,"6,544",0,0,0,0,0,,226257
7699,住院医师,耳鼻喉科,上海,0,0,640,0,0,0,0,0,,226334
7700,副主任医师 副教授,关节、运动医学,沈阳,1,210,"7,534",0,2,2,0,0,,226367
7701,主治医师,综合内科,北京,1,0,736,0,0,3,0,0,精诚                        维护人类之健康，祛除疾病之痛苦,226382
7702,主任医师,外科,杭州,1,445,"22,486",0,17,1,0,1,,226395
7703,住院医师,口腔医学中心,北京,1,260,"53,743",3,10,2,0,1,美丽开始的地方                        希望我能用自己的专业技能为您带来整齐的牙齿和美丽的微笑。,226411
7704,副主任医师 副教授,风湿免疫科,郑州,1,1020,"39,994",5,145,8,1,0,,226471
7705,住院医师,甲状腺核医学科,上海,0,0,"3,115",0,0,1,0,0,个人网站开通                        各位病友，我的个人网站开通了，欢迎以后网上咨询！,226495
7706,副主任医师,产科,上海,1,0,"24,113",0,1,4,1,1,,226514
7707,副主任医师,整形烧伤科,常州,1,0,"14,795",0,0,1,0,0,,226568
7708,副主任医师 副教授,颌面外科,温州,1,760,"58,987",2,89,0,0,0,,226600
7709,主治医师,泌尿外科,广州,0,335,"23,394",0,8,3,0,1,,226613
7710,副主任医师 副教授,内科,泉州,1,0,"10,971",0,0,0,0,1,有求必应                        泌尿系结石患者急性发作时，疼痛不已，肾绞痛，常常伴有尿血，尿频、急、痛大都同时存在，非常难受，治疗方法很多，体外震荡波碎石是其中一种创伤小，费用相对较低的治疗方法。本医师结合体外震荡波碎石配合治疗本病14年，积累了一点丰富经验，欢迎广大患者...咨询会诊，本人竭力热忱为您提供方便！                                        展开 >>                 收起 <<,226685
7711,副主任医师 副教授,血液内科,泸州,1,0,"2,218",0,0,0,0,0,,226707
7712,主治医师,产科,绵阳,1,230,"15,757",0,3,0,0,1,,226713
7713,副主任医师,普外科,蚌埠,1,0,"25,570",0,4,3,0,0,,226731
7714,副主任医师,中医科,上海,1,0,523,0,1,2,0,0,,226757
7715,主任医师,妇产科,深圳,1,180,"31,730",1,24,2,1,0,让我们共同与疾病抗争                        行医30年，有些经验，愿以所能，解您之忧,226806
7716,主任医师,普外科,泰安,1,680,"69,585",0,39,3,0,1,欢迎词                        祝您康复,226833
7717,住院医师,胸外科,哈尔滨,0,0,"1,595",0,0,0,0,0,,226846
7718,主治医师,皮肤科,济南,0,90,"3,412",0,10,3,0,0,,226854
7719,主任医师,神经外科,信阳,1,0,"18,506",2,0,1,0,0,,226857
7720,主治医师,脊髓修复科,济南,1,5,"3,065",0,1,0,0,0,,226859
7721,副主任医师,麻醉科,西宁,0,0,"21,204",2,1,0,0,1,,226859
7722,副主任医师 副教授,消化内科,泰安,1,0,"7,790",0,0,2,0,1,,226920
7723,主治医师 讲师,眼科,郑州,1,224,"23,486",3,0,0,0,0,欢迎来到河南省眼科医院                        医院网站：www.hnbaineizhang.com可以解答您的疑问，愿您健康。,226923
7724,主任医师 教授,妇科,齐齐哈尔,1,0,"83,929",3,9,11,2,0,齐齐哈尔医学院附属第三医院妇产二科欢迎您！                        欢迎各位患者朋友到齐齐哈尔医学院附属第三医院妇产二科咨询、就诊；也可网上留言咨询（由于工作忙不能及时答复请谅解！）可以电话约诊：0452-2697361（主任办）、0452-2697360（护士办）、0452-2697359（医生办）,226931
7725,主任医师 教授,神经外科,西安,1,1135,"105,444",7,89,9,2,9,医乃仁术  医者父母心                        春天的银丝    巩守平不知细叶谁裁出，二月春风似剪刀；惟愿患者满意归，孰晓医者银丝稠！,226977
7726,副主任医师 副教授,神经内科,大庆,0,10,319,2,1,0,0,0,,227052
7727,主任医师 教授,烧伤科,济南,1,137869,"6,503,053",79,10533,23,25,157,天使的使命                        欢迎进入网站！解疑答问，指导就医，最理想的康复是我的心愿！要生存，先做一株小草,227089
7728,主治医师 讲师,胃肠胰腺外科,沈阳,0,35,"1,959",0,7,0,0,0,欢迎您访问我的个人网站，希望我的解答会给您带来帮助...                        专长：胃肠道疾病，腹外疝及腹壁肿物手术治疗,227103
7729,住院医师,结核科,合肥,0,0,"9,206",0,0,0,0,0,,227130
7730,住院医师,肾内科,大同,0,200,"1,290",0,23,0,0,0,,227189
7731,主治医师 讲师,四肢关节科,长春,1,0,"2,543",0,0,1,0,0,,227219
7732,主任医师 教授,针灸科,长春,1,0,678,3,1,2,0,0,,227241
7733,主治医师 讲师,泌尿肿瘤科,天津,1,13110,"8,660,272",29,784,15,16,15,杜君医生真诚为每一位患者进行诊断治疗！                        杜君，男，主治医师，中国医科大学外科学博士（硕博连读），曾受邀到日本香川大学做访问学者2年，并以第一作者发表SCI学术论文2篇。于2010年受美国泌尿外科年会（AUA annual meeting）邀请并做大会报告，受到广泛好评。后于201...1年受中国泌尿外科年会（CUA annual meeting）邀请并做大会报告。擅长泌尿生殖系统肿瘤诊断及治疗。目前主要研究方向为微创手术技术（腹腔镜及膀胱镜等）在泌尿生殖系统常,227314
7734,副主任医师,内科,保定,0,10,"3,558",0,2,0,0,0,,227316
7735,住院医师,普外一科,哈尔滨,1,176,"13,931",0,1,1,0,0,一切为了您的健康                        您的健康就是我们奋斗的动力源！,227391
7736,副主任医师,急救中心,葫芦岛,1,215,"7,645",0,3,2,0,0,健康守护者                        追求健康，保持美丽人生!,227419
7737,主治医师,肾脏内科,长沙,1,350,"16,014",0,12,0,0,0,,227445
7738,主治医师,神经内科,天津,1,6652,"307,730",0,379,3,3,15,新浪微博关注我                        我的新浪微博http://weibo.com/u/1418868567，有兴趣的可以加关注。请就诊患者提前在一楼导诊处使用医指通预约挂号，现在门诊有专门预约挂号窗口。对于我的回答如果您感觉有帮助，请投票支持我！感谢写感谢信、送花束、投...票的患者，在此非常感谢您对我的支持与鼓励！                                        展开 >>                 收起 <<,227466
7739,副主任医师 讲师,运动医学科,深圳,1,891,"100,402",13,49,15,6,6,,227511
7740,主治医师,骨肿瘤科,北京,0,5110,"290,137",7,514,14,5,21,,227525
7741,主治医师 助教,风湿骨病科,郑州,1,85,"9,445",7,12,0,0,0,,227585
7742,住院医师,风湿内科,长沙,0,0,"1,132",0,0,0,0,0,,227607
7743,主治医师,急诊危重症中心,北京,0,0,"1,817",0,0,0,0,0,,227616
7744,主治医师,普外科,厦门,0,200,"6,365",0,0,0,0,0,,227622
7745,主任医师,妇科,四平,1,620,"37,866",0,26,1,1,0,,227681
7746,主治医师,医学遗传研究所,郑州,1,0,"7,537",0,0,0,0,1,,227752
7747,副主任医师,脑科医院,郑州,1,2711,"167,874",71,125,7,5,22,欢迎词                        欢迎您来电咨询郑州人民医院 帕金森 肝豆状核变性病区中国郑州文化路与红旗路交叉口向东100米路南 可乘6路、K6路、28路、K28路、105路南线、105路北线、211路、83路、93路、95路、23路、27路、71路、22路、30路、T...5路、506路、K906　Y806路、86路、63路、K811路、517路公交车到郑州人民医院下车即到。南方医科大学附属郑州人民医院脑科医院3楼 帕金森 肝豆状核变性病区  0371-67079823；67079,227772
7748,主治医师,普外科,呼和浩特,0,200,"30,755",5,0,0,0,0,,227777
7749,主任医师 副教授,胸外科,太原,1,0,"5,911",0,0,0,0,0,,227802
7750,住院医师,消化内科,广州,0,0,"15,686",0,0,2,0,0,,227848
7751,副主任医师 讲师,外科,上海,1,5,"1,637",0,1,0,0,0,健康是幸福的基石                        祝愿大家都健康！,227919
7752,主治医师,泌尿外科,莱芜,1,0,"9,628",1,0,2,0,0,,227946
7753,主任医师 副教授,内分泌科,大连,1,10,449,0,1,1,0,0,,227985
7754,副主任医师 副教授,检验科,郑州,1,1075,"70,596",3,46,0,0,3,,227994
7755,主任医师,儿童康复中心,上海,1,6554,"455,144",0,598,9,2,14,欢迎词                        康复一人，幸福全家。,227999
7756,副主任医师,超声科,锦州,1,0,"7,326",0,0,2,1,1,,228009
7757,主治医师 讲师,感染科,上海,1,160,"12,669",5,23,1,0,0,,228025
7758,主任医师 教授,肝胆外科,广州,1,5,"24,890",0,4,2,0,0,,228032
7759,主任医师 教授,血液病科,苏州,1,450,"11,660",7,33,7,2,1,,228085
7760,主治医师 讲师,感染性疾病科,广州,1,0,665,0,0,0,0,0,,228103
7761,副主任医师 副教授,骨外科,武汉,1,1947,"95,191",41,75,0,0,2,,228115
7762,副主任医师 副教授,神经内科,沈阳,1,0,"33,340",0,6,0,0,1,,228168
7763,主治医师 讲师,口腔修复科,哈尔滨,1,200,"6,106",0,0,0,0,0,,228178
7764,主任医师 教授,神经内科,宁波,1,0,"4,824",0,1,5,0,0,,228225
7765,主任医师 教授,肝胆胰脾外科,呼和浩特,1,200,"7,325",1,0,1,0,0,努力做事，诚实做人                        严谨博精，创新奉献，穷我所学，明您之惑，解您所困，祝您健康，作为人生和行医准则。愿为所有被肝胆胰脾疾病所折磨的患者尽绵薄之力，帮助他们早日摆脱病魔的追索，恢复健康正常生活。,228255
7766,住院医师,结核病科,北京,1,200,"7,173",0,0,0,0,0,,228274
7767,主任医师 教授,普外专科,苏州,1,3080,"246,229",0,203,5,1,3,,228283
